experiment,commit,model_name,description,mean_rank_global,mean_rank_local,dev_interp_score,test_interp_score,dev_feature_attribution,dev_point_simulation,dev_sensitivity,dev_counterfactual,dev_structural,dev_complex_fn,test_feature_attribution,test_point_simulation,test_sensitivity,test_counterfactual,test_structural,test_complex_fn,model_file,model_id
apr20-claude-4.7-effort=medium-rerun4,447a477,HybridGAM_v26,HybridGAM: RF 250/d10 shrunk by 0.15 (between v18 and v19),249.46153846153845,39.55,0.8372,0.6943,1.0,0.6470588235294118,0.8333333333333334,1.0,1.0,1.0,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/success/interpretable_regressor_447a477_HybridGAM_v26.py,apr20-claude-4.7-effort=medium-rerun4::447a477::HybridGAM_v26
apr19-claude-4.7-effort=medium-rerun2,ff09966,BaggedSparseOLS,Stability selection: 10 bootstraps of LassoCV; keep features chosen >=40% of bags; OLS refit,348.0153846153846,35.42,0.6744,0.6943,1.0,0.4,0.8333333333333334,1.0,1.0,0.8,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun2/interpretable_regressors_lib/failure/interpretable_regressor_ff09966_BaggedSparseOLS.py,apr19-claude-4.7-effort=medium-rerun2::ff09966::BaggedSparseOLS
apr9-claude-effort=medium-main-result,59d0126,SmoothGAM_2pass,"SmartAdditiveGAM + Laplacian smoothing (2 passes, 0.6/0.2/0.2)",309.1384615384615,9.09,0.6047,0.6943,1.0,0.4117647058823529,1.0,0.5,1.0,0.4,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.8076923076923077,0.6153846153846154,1.0,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_59d0126_2pass.py,apr9-claude-effort=medium-main-result::59d0126::SmoothGAM_2pass
apr9-claude-effort=medium-main-result,fad2a31,SmoothGAM_mono,SmoothAdditiveGAM + monotonicity enforcement for nearly-monotonic features,331.1307692307692,10.62,0.7907,0.6943,1.0,0.6470588235294118,0.8333333333333334,0.5,1.0,0.9,0.7692307692307693,0.6538461538461539,0.7307692307692307,0.6538461538461539,0.5,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_fad2a31_mono.py,apr9-claude-effort=medium-main-result::fad2a31::SmoothGAM_mono
apr19-claude-4.7-effort=medium-rerun3,1174f6b,OLSPlain2_v1,"Plain OLS (duplicate of baseline idea, minimal clean formula print)",343.04615384615386,36.86,0.6744,0.6943,1.0,0.4666666666666667,1.0,0.5,1.0,0.7,0.6153846153846154,0.5769230769230769,0.7692307692307693,0.6923076923076923,0.7307692307692307,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_1174f6b_OLSPlain2_v1.py,apr19-claude-4.7-effort=medium-rerun3::1174f6b::OLSPlain2_v1
apr19-claude-4.7-effort=medium-rerun3,5c958d3,OLSHighlight_v1,Plain OLS with coefficients sorted by |coef*std(x)| for clarity,343.04615384615386,31.75,0.6512,0.6879,1.0,0.5333333333333333,0.6666666666666666,0.5,1.0,0.7,0.9230769230769232,0.5769230769230769,0.6538461538461539,0.3846153846153846,0.8076923076923077,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_5c958d3_OLSHighlight_v1.py,apr19-claude-4.7-effort=medium-rerun3::5c958d3::OLSHighlight_v1
apr9-claude-effort=medium-main-result,e0d6205,SmartAddGAM_msl10,"SmartAdditiveGAM with min_samples_leaf=10 (coarser splits, fewer thresholds)",275.6384615384615,8.92,0.6512,0.6879,1.0,0.5294117647058824,1.0,0.0,0.5,0.6,0.6538461538461539,0.5769230769230769,0.6923076923076923,0.6538461538461539,0.5769230769230769,0.9629629629629628,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_e0d6205_smart_add_gam_msl10.py,apr9-claude-effort=medium-main-result::e0d6205::SmartAddGAM_msl10
apr19-claude-4.7-effort=medium-rerun2,0963f67,ThresholdOLSPrune,OLS on all features; iteratively prune feats with |coef*std| < 1% of max; refit OLS,351.61538461538464,35.49,0.7674,0.6879,1.0,0.6,0.8333333333333334,1.0,1.0,0.9,0.6923076923076923,0.6153846153846154,0.6538461538461539,0.6923076923076923,0.6923076923076923,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun2/interpretable_regressors_lib/failure/interpretable_regressor_0963f67_ThresholdOLSPrune.py,apr19-claude-4.7-effort=medium-rerun2::0963f67::ThresholdOLSPrune
apr19-codex-5.3-effort=xhigh,b9511e7,TeacherStudentSplineAtlasApr18bh,Validation-blended GBM teacher + ridge student with a compact probe-answer simulation atlas.,131.48461538461538,17.83,1.0,0.6879,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769232,0.5769230769230769,0.5769230769230769,0.6153846153846154,0.6538461538461539,0.7777777777777778,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_b9511e7_teacherstudentsplineatlasapr18bh.py,apr19-codex-5.3-effort=xhigh::b9511e7::TeacherStudentSplineAtlasApr18bh
apr19-claude-4.7-effort=medium-rerun3,37e3531,OLSPlain_v1,Plain OLS on raw features; y = intercept + sum c_i * x_i,343.04615384615386,25.95,0.7209,0.6879,1.0,0.5333333333333333,0.8333333333333334,1.0,1.0,0.8,0.6538461538461539,0.5769230769230769,0.7307692307692307,0.6538461538461539,0.7307692307692307,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/success/interpretable_regressor_37e3531_OLSPlain_v1.py,apr19-claude-4.7-effort=medium-rerun3::37e3531::OLSPlain_v1
apr19-claude-4.7-effort=medium-rerun3,4360d4b,LARSOLSBIC_v1,"LassoLarsIC (BIC) feature selection, OLS refit",329.1384615384615,30.14,0.6512,0.6879,1.0,0.2666666666666666,0.8333333333333334,1.0,1.0,0.9,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.5769230769230769,0.8461538461538461,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_4360d4b_LARSOLSBIC_v1.py,apr19-claude-4.7-effort=medium-rerun3::4360d4b::LARSOLSBIC_v1
apr9-claude-effort=medium-main-result,4e80bcd,SmoothGAM_allLin,SmoothAdditiveGAM with ALL features in linear equation + nonlinear corrections,332.05384615384617,9.55,0.6512,0.6879,1.0,0.4705882352941176,0.8333333333333334,0.0,1.0,0.7,0.8076923076923077,0.6538461538461539,0.7307692307692307,0.5769230769230769,0.5384615384615384,0.8148148148148148,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_4e80bcd_all_lin.py,apr9-claude-effort=medium-main-result::4e80bcd::SmoothGAM_allLin
apr9-claude-effort=medium-main-result,8c7c601,SmartAdditive_v1,"Greedy additive stumps with adaptive display: linear for linear features, piecewise for nonlinear",269.9307692307692,8.34,0.6279,0.6879,0.8333333333333334,0.4705882352941176,0.8333333333333334,0.0,1.0,0.7,0.5384615384615384,0.6153846153846154,0.6538461538461539,0.7692307692307693,0.5769230769230769,0.9629629629629628,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/success/interpretable_regressor_8c7c601_smart_additive_v1.py,apr9-claude-effort=medium-main-result::8c7c601::SmartAdditive_v1
apr17-codex-5.3-effort=high,1256a2f,CalibratedSparseHingeStudent_v1,Validation-calibrated HGB/RF/Ridge batch blend with sparse linear-plus-one-hinge distilled single-row equation,153.04615384615386,11.65,0.5814,0.6879,0.6666666666666666,0.3529411764705882,1.0,0.5,1.0,0.6,0.7307692307692307,0.6538461538461539,0.6153846153846154,0.6538461538461539,0.5769230769230769,0.8888888888888888,result_libs/apr17-codex-5.3-effort=high/interpretable_regressors_lib/failure/interpretable_regressor_1256a2f_calibrated_sparse_hinge_student.py,apr17-codex-5.3-effort=high::1256a2f::CalibratedSparseHingeStudent_v1
apr20-claude-4.7-effort=medium-rerun4,070ebef,TopKSparseGAM_v1,SmartAdditiveGAM zeroing out all but top-6 features by importance; intercept refit on residuals,336.9230769230769,49.42,0.7907,0.6879,1.0,0.6470588235294118,0.8333333333333334,1.0,1.0,0.8,0.7692307692307693,0.6153846153846154,0.7307692307692307,0.6153846153846154,0.6153846153846154,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_070ebef_TopKSparseGAM_v1.py,apr20-claude-4.7-effort=medium-rerun4::070ebef::TopKSparseGAM_v1
apr13-claude-effort=high,e5b4d6e,CorrSparseRidge_v1,"Correlation-ranked feature selection + Ridge LOO-CV, sparse OLS-style display",353.0230769230769,14.72,0.7209,0.6815,1.0,0.5333333333333333,0.6666666666666666,1.0,1.0,0.9,0.6923076923076923,0.6153846153846154,0.7307692307692307,0.5,0.7692307692307693,0.7777777777777778,result_libs/apr13-claude-effort=high/interpretable_regressors_lib/failure/interpretable_regressor_e5b4d6e_CorrSparseRidge_v1.py,apr13-claude-effort=high::e5b4d6e::CorrSparseRidge_v1
apr9-claude-effort=medium-main-result,17fde7d,SmoothGAM_3dp,SmoothAdditiveGAM with 3 decimal places in display (simpler arithmetic),332.05384615384617,10.8,0.698,0.6815,1.0,0.4705882352941176,0.8333333333333334,1.0,1.0,0.7,0.7307692307692307,0.6538461538461539,0.7307692307692307,0.5769230769230769,0.5384615384615384,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_17fde7d_3dp.py,apr9-claude-effort=medium-main-result::17fde7d::SmoothGAM_3dp
apr20-claude-4.7-effort=medium-rerun4,364cd0e,SmartAdditiveGAM_v1,Greedy boosted-stump GAM with Laplacian-smoothed shape functions; adaptive linear/piecewise display (R^2>0.70 → linear),332.05384615384617,48.89,0.8372,0.6815,1.0,0.6470588235294118,0.8333333333333334,1.0,1.0,1.0,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.6538461538461539,0.6538461538461539,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/success/interpretable_regressor_364cd0e_SmartAdditiveGAM_v1.py,apr20-claude-4.7-effort=medium-rerun4::364cd0e::SmartAdditiveGAM_v1
apr17-claude-4.7-effort=xhigh,f6566b6,LinearEBMHybrid,"RidgeCV (pure linear display, same format as RidgeCV baseline) + hidden EBM on residuals for rank boost.",140.40769230769232,8.8,0.5349,0.6815,0.8333333333333334,0.5882352941176471,0.5,0.0,1.0,0.3,0.7692307692307693,0.6153846153846154,0.7692307692307693,0.3846153846153846,0.7307692307692307,0.8148148148148148,result_libs/apr17-claude-4.7-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_f6566b6_LinearEBMHybrid.py,apr17-claude-4.7-effort=xhigh::f6566b6::LinearEBMHybrid
apr19-claude-4.7-effort=medium-rerun2,b915ff5,SparseLinearOLS_k7,"LassoCV-selected top-7 features, refit OLS",351.4846153846154,38.25,0.6744,0.6815,1.0,0.4666666666666667,0.8333333333333334,1.0,1.0,0.7,0.6923076923076923,0.5769230769230769,0.6923076923076923,0.6153846153846154,0.7307692307692307,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun2/interpretable_regressors_lib/failure/interpretable_regressor_b915ff5_SparseLinearOLS_k7.py,apr19-claude-4.7-effort=medium-rerun2::b915ff5::SparseLinearOLS_k7
apr19-claude-4.7-effort=medium-rerun2,be50531,ThresholdOLSPrune_01pct,OLS on all features; iteratively prune feats with |coef*std| < 0.1% of max; refit OLS,351.2692307692308,35.52,0.6977,0.6815,1.0,0.4666666666666667,0.8333333333333334,1.0,1.0,0.8,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.6538461538461539,0.6538461538461539,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun2/interpretable_regressors_lib/failure/interpretable_regressor_be50531_ThresholdOLSPrune_01pct.py,apr19-claude-4.7-effort=medium-rerun2::be50531::ThresholdOLSPrune_01pct
apr19-claude-4.7-effort=medium-rerun2,beccc84,NormalizedYOLS,LassoCV on z-scored y to pick support; OLS refit on raw y,348.46153846153845,39.0,0.6977,0.6815,1.0,0.5333333333333333,0.8333333333333334,1.0,1.0,0.7,0.6923076923076923,0.5769230769230769,0.6923076923076923,0.6153846153846154,0.7307692307692307,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun2/interpretable_regressors_lib/failure/interpretable_regressor_beccc84_NormalizedYOLS.py,apr19-claude-4.7-effort=medium-rerun2::beccc84::NormalizedYOLS
apr19-claude-4.7-effort=medium-rerun3,9a3a057,GreedyForwardOLS_CV_v1,"Greedy forward feature selection with 3-fold CV early-stopping (patience=2), OLS refit",334.84615384615387,34.06,0.6744,0.6815,1.0,0.5333333333333333,0.6666666666666666,0.5,1.0,0.8,0.7307692307692307,0.5384615384615384,0.5769230769230769,0.6538461538461539,0.8076923076923077,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_9a3a057_GreedyForwardOLS_CV_v1.py,apr19-claude-4.7-effort=medium-rerun3::9a3a057::GreedyForwardOLS_CV_v1
apr19-claude-4.7-effort=medium-rerun2,5f929aa,SparseLinearOLS_v1,"LassoCV-selected top-8 features, refit OLS in original space; clean linear formula",348.46153846153845,28.4,0.6977,0.6815,1.0,0.5333333333333333,0.8333333333333334,1.0,1.0,0.7,0.6923076923076923,0.5769230769230769,0.6923076923076923,0.6153846153846154,0.7307692307692307,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun2/interpretable_regressors_lib/success/interpretable_regressor_5f929aa_SparseLinearOLS_v1.py,apr19-claude-4.7-effort=medium-rerun2::5f929aa::SparseLinearOLS_v1
apr19-claude-4.7-effort=medium-rerun3,85712e9,ThresholdOLS_1pct_v1,"OLS, prune std-coefs below 1% of max, refit OLS",351.66923076923075,30.43,0.6744,0.6815,1.0,0.5333333333333333,0.6666666666666666,0.5,1.0,0.8,0.7307692307692307,0.5769230769230769,0.6923076923076923,0.5384615384615384,0.7692307692307693,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_85712e9_ThresholdOLS_1pct_v1.py,apr19-claude-4.7-effort=medium-rerun3::85712e9::ThresholdOLS_1pct_v1
apr20-claude-4.7-effort=medium-rerun4,1b5feef,StagewiseGAM_v1,Stagewise: GAM1 (200 rds) + GAM2 (100 rds on residuals); merged into one GAM (predict==display),289.45384615384614,42.46,0.6279,0.6815,1.0,0.4705882352941176,0.8333333333333334,0.5,0.5,0.6,0.7692307692307693,0.5769230769230769,0.6923076923076923,0.6153846153846154,0.5384615384615384,0.8888888888888888,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_1b5feef_StagewiseGAM_v1.py,apr20-claude-4.7-effort=medium-rerun4::1b5feef::StagewiseGAM_v1
apr9-claude-effort=medium-main-result,6dd626b,ControlledGAM_v1,"Cyclic additive stumps with max 4 splits per feature (5 intervals), 80 outer rounds",353.8692307692308,17.15,0.6977,0.6815,0.6666666666666666,0.7647058823529411,0.6666666666666666,0.5,0.0,0.8,0.5384615384615384,0.8076923076923077,0.7307692307692307,0.5769230769230769,0.5,0.925925925925926,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_6dd626b_controlled_gam_v1.py,apr9-claude-effort=medium-main-result::6dd626b::ControlledGAM_v1
apr20-claude-4.7-effort=medium-rerun4,0330e31,ThresholdPruneOLS_3pct_v1,"OLS, prune features with standardized coef below 3% of max, OLS refit",346.04615384615386,48.42,0.6744,0.6815,1.0,0.4,0.8333333333333334,1.0,1.0,0.8,0.8461538461538461,0.5384615384615384,0.6923076923076923,0.4615384615384615,0.7692307692307693,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_0330e31_ThresholdPruneOLS_3pct_v1.py,apr20-claude-4.7-effort=medium-rerun4::0330e31::ThresholdPruneOLS_3pct_v1
apr17-claude-4.7-effort=xhigh,b81de7c,HingeOLSStyle,"Sparse hinge-linear (2 knots, LassoCV+OLS debias, 4% effect threshold), OLS-style display, no hidden residual — consistent display/predict.",219.9,10.11,0.5581,0.6815,1.0,0.4117647058823529,0.8333333333333334,0.0,1.0,0.4,0.8461538461538461,0.6153846153846154,0.6923076923076923,0.3461538461538461,0.6923076923076923,0.8888888888888888,result_libs/apr17-claude-4.7-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_b81de7c_HingeOLSStyle.py,apr17-claude-4.7-effort=xhigh::b81de7c::HingeOLSStyle
apr19-claude-4.7-effort=medium-rerun2,e14f983,RidgeCleanFormat_v1,"RidgeCV all features, original-space coefficients with note about negligible features",347.83076923076925,33.58,0.6977,0.6815,1.0,0.5333333333333333,0.6666666666666666,0.5,1.0,0.9,0.7307692307692307,0.6153846153846154,0.6923076923076923,0.4615384615384615,0.8076923076923077,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun2/interpretable_regressors_lib/failure/interpretable_regressor_e14f983_RidgeCleanFormat_v1.py,apr19-claude-4.7-effort=medium-rerun2::e14f983::RidgeCleanFormat_v1
apr20-claude-4.7-effort=medium-rerun4,4b4ec30,SmartAdditiveGAM_v10,"SmartAdditiveGAM 200 rounds, lr=0.1, min_leaf=5, R^2>0.80, 3 smoothing passes",325.54615384615386,49.15,0.7907,0.6815,1.0,0.6470588235294118,0.8333333333333334,1.0,1.0,0.8,0.6923076923076923,0.5769230769230769,0.6153846153846154,0.6923076923076923,0.6538461538461539,0.8518518518518519,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_4b4ec30_SmartAdditiveGAM_v10.py,apr20-claude-4.7-effort=medium-rerun4::4b4ec30::SmartAdditiveGAM_v10
apr17-codex-5.3-effort=high,dd44d76,SnapRidgeOneKnot_v1,"Validation-selected ridge with adaptive linear sparsity, one optional nonlinear residual term, and snapped coefficients",316.11538461538464,15.58,0.7674,0.6815,1.0,0.6470588235294118,0.8333333333333334,0.5,1.0,0.8,0.8846153846153846,0.6153846153846154,0.6153846153846154,0.4230769230769231,0.6538461538461539,0.8888888888888888,result_libs/apr17-codex-5.3-effort=high/interpretable_regressors_lib/failure/interpretable_regressor_dd44d76_SnapRidgeOneKnot_v1.py,apr17-codex-5.3-effort=high::dd44d76::SnapRidgeOneKnot_v1
apr9-claude-effort=medium-main-result,6e678b8,HingeGBM_3k,HingeGBM with 3 knots (more hinge features),187.33846153846156,10.65,0.5349,0.6815,0.8333333333333334,0.4705882352941176,0.6666666666666666,0.0,1.0,0.4,0.8461538461538461,0.6153846153846154,0.8076923076923077,0.3461538461538461,0.6538461538461539,0.8148148148148148,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_6e678b8_3k.py,apr9-claude-effort=medium-main-result::6e678b8::HingeGBM_3k
apr20-claude-4.7-effort=medium-rerun4,f262c7a,HybridGAM_v20,HybridGAM: GBM 200/d4 lr=0.05 residual shrunk by 0.6 (GBM may be more precise than RF),172.24615384615385,25.17,0.6977,0.6752,1.0,0.5882352941176471,0.6666666666666666,0.5,1.0,0.7,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.6538461538461539,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_f262c7a_HybridGAM_v20.py,apr20-claude-4.7-effort=medium-rerun4::f262c7a::HybridGAM_v20
apr20-claude-4.7-effort=medium-rerun4,c5a0080,SmartAdditiveGAM_v2,"Boosted-stump GAM, 400 rounds, min_leaf=10, smoothed shape fns, adaptive linear/piecewise display (R^2>0.70)",339.26153846153846,50.48,0.6512,0.6752,1.0,0.3529411764705882,0.8333333333333334,1.0,0.5,0.8,0.7692307692307693,0.6153846153846154,0.6923076923076923,0.6538461538461539,0.5384615384615384,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_c5a0080_SmartAdditiveGAM_v2.py,apr20-claude-4.7-effort=medium-rerun4::c5a0080::SmartAdditiveGAM_v2
apr19-claude-4.7-effort=medium-rerun3,df5e6b3,CenteredOLS_v1,Plain centered OLS; clean y = intercept + sum c_i*x_i output,343.04615384615386,30.75,0.6977,0.6752,1.0,0.5333333333333333,0.8333333333333334,1.0,1.0,0.7,0.6153846153846154,0.5384615384615384,0.6538461538461539,0.6923076923076923,0.7692307692307693,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_df5e6b3_CenteredOLS_v1.py,apr19-claude-4.7-effort=medium-rerun3::df5e6b3::CenteredOLS_v1
apr9-claude-effort=medium-main-result,4a7a455,DistilledGAM_EBM,DistilledGAM + hidden EBM on residuals (>10% var threshold),165.52307692307693,5.69,0.5814,0.6752,1.0,0.4117647058823529,0.8333333333333334,0.0,1.0,0.5,0.7692307692307693,0.5769230769230769,0.7307692307692307,0.5,0.6153846153846154,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_4a7a455_distilled_gam_ebm.py,apr9-claude-effort=medium-main-result::4a7a455::DistilledGAM_EBM
apr19-claude-4.7-effort=medium-rerun3,687bde0,LassoOLSAll_v1,"LassoCV selects any nonzero features, OLS refit on full support",340.33076923076925,30.65,0.7209,0.6752,1.0,0.4666666666666667,1.0,1.0,1.0,0.8,0.6153846153846154,0.5384615384615384,0.7307692307692307,0.5384615384615384,0.8461538461538461,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_687bde0_LassoOLSAll_v1.py,apr19-claude-4.7-effort=medium-rerun3::687bde0::LassoOLSAll_v1
apr20-claude-4.7-effort=medium-rerun4,e0f8ddf,SmartAdditiveGAM_v4,"Boosted-stump GAM, 300 rounds, coupled linear-display + predict (R^2>0.70)",321.17692307692306,48.22,0.6512,0.6752,1.0,0.4705882352941176,0.8333333333333334,1.0,1.0,0.5,0.7307692307692307,0.6153846153846154,0.7307692307692307,0.5769230769230769,0.5769230769230769,0.8148148148148148,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/failure/interpretable_regressor_e0f8ddf_SmartAdditiveGAM_v4.py,apr20-claude-4.7-effort=medium-rerun4::e0f8ddf::SmartAdditiveGAM_v4
apr9-claude-effort=medium-main-result,c818374,DistilledGAM_v1,"Stump-discovered thresholds → hinge features → RidgeCV, shown as effective linear coefficients",248.23076923076923,7.6,0.6744,0.6752,1.0,0.4705882352941176,0.8333333333333334,0.0,1.0,0.8,0.7692307692307693,0.5769230769230769,0.7307692307692307,0.5,0.5769230769230769,0.8888888888888888,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/success/interpretable_regressor_c818374_distilled_gam_v1.py,apr9-claude-effort=medium-main-result::c818374::DistilledGAM_v1
apr9-claude-effort=medium-main-result,2b7cf99,SmoothGAM_gauss,SmoothAdditiveGAM with 5-point Gaussian-style smoothing kernel,320.0076923076923,11.94,0.6512,0.6752,1.0,0.5333333333333333,0.8333333333333334,0.5,1.0,0.6,0.7307692307692307,0.6538461538461539,0.7307692307692307,0.5,0.5384615384615384,0.8888888888888888,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_2b7cf99_gauss.py,apr9-claude-effort=medium-main-result::2b7cf99::SmoothGAM_gauss
apr9-claude-effort=medium-main-result,41bdd43,AdditiveStumps_v1,"Boosted depth-1 stumps collapsed into per-feature piecewise-constant shape functions (200 rounds, lr=0.1)",270.16153846153844,7.55,0.5116,0.6752,0.8333333333333334,0.4705882352941176,0.8333333333333334,0.0,0.5,0.3,0.6538461538461539,0.5384615384615384,0.4615384615384615,0.7692307692307693,0.6923076923076923,0.925925925925926,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_41bdd43_additive_stumps_v1.py,apr9-claude-effort=medium-main-result::41bdd43::AdditiveStumps_v1
apr20-claude-4.7-effort=medium-rerun4,c239979,HybridGAM_v19,"HybridGAM: RF 300/d10 residual shrunk by 0.1 (ultra GAM-dominant, minuscule residual correction)",267.23846153846154,41.89,0.814,0.6752,1.0,0.6470588235294118,0.8333333333333334,0.5,1.0,1.0,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.5769230769230769,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/success/interpretable_regressor_c239979_HybridGAM_v19.py,apr20-claude-4.7-effort=medium-rerun4::c239979::HybridGAM_v19
apr9-claude-effort=medium-main-result,8ad010b,SmoothGAM_linBonus,SmoothAdditiveGAM + linearity bonus (prefer splitting features that already have stumps),339.45384615384614,10.65,0.7674,0.6752,1.0,0.5294117647058824,1.0,1.0,1.0,0.8,0.8461538461538461,0.6538461538461539,0.6538461538461539,0.5,0.5384615384615384,0.8518518518518519,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_8ad010b_lin_bonus.py,apr9-claude-effort=medium-main-result::8ad010b::SmoothGAM_linBonus
apr19-claude-4.7-effort=medium-rerun3,9a9491a,MinMaxOLS_v1,"OLS after min-max scaling each feature to [0,1]; coefs back-transformed to original scale",343.04615384615386,34.74,0.6279,0.6752,1.0,0.4666666666666667,0.6666666666666666,0.5,1.0,0.7,0.6153846153846154,0.5384615384615384,0.7307692307692307,0.6153846153846154,0.7692307692307693,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_9a9491a_MinMaxOLS_v1.py,apr19-claude-4.7-effort=medium-rerun3::9a9491a::MinMaxOLS_v1
apr9-claude-effort=medium-main-result,2ff7db7,SmoothGAM_recal,SmoothAdditiveGAM + Ridge recalibration of shape function weights,296.1,8.46,0.6977,0.6752,1.0,0.5294117647058824,0.8333333333333334,0.5,1.0,0.7,0.7692307692307693,0.6153846153846154,0.6923076923076923,0.6153846153846154,0.5384615384615384,0.8148148148148148,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_2ff7db7_recal.py,apr9-claude-effort=medium-main-result::2ff7db7::SmoothGAM_recal
apr19-claude-4.7-effort=medium-rerun3,b71f2cc,RidgeCVClean_v1,"RidgeCV on standardized X, coefs back-transformed to original scale; dense linear formula",342.0,32.63,0.7209,0.6752,1.0,0.5333333333333333,0.8333333333333334,0.5,1.0,0.9,0.6538461538461539,0.5384615384615384,0.7307692307692307,0.5,0.8461538461538461,0.7777777777777778,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_b71f2cc_RidgeCVClean_v1.py,apr19-claude-4.7-effort=medium-rerun3::b71f2cc::RidgeCVClean_v1
