experiment,commit,model_name,description,mean_rank_global,mean_rank_local,dev_interp_score,test_interp_score,dev_feature_attribution,dev_point_simulation,dev_sensitivity,dev_counterfactual,dev_structural,dev_complex_fn,test_feature_attribution,test_point_simulation,test_sensitivity,test_counterfactual,test_structural,test_complex_fn,model_file,model_id
apr13-claude-effort=high,e5a6307,StdRidgeRF_v2,Standardized Ridge (original space) + 0.35x RF residual,223.45384615384614,7.2,0.7674,,1.0,0.7058823529411765,0.8333333333333334,0.0,1.0,0.8,,,,,,,,apr13-claude-effort=high::e5a6307::StdRidgeRF_v2
apr9-claude-effort=medium-main-result,2d6d17f,SmoothGAM_RF,SmoothAdditiveGAM + RandomForest on residuals,223.51538461538462,6.98,0.7442,0.7134,1.0,0.6470588235294118,0.8333333333333334,0.5,1.0,0.7,0.7692307692307693,0.6538461538461539,0.7307692307692307,0.6923076923076923,0.5384615384615384,0.8888888888888888,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/success/interpretable_regressor_2d6d17f_rf.py,apr9-claude-effort=medium-main-result::2d6d17f::SmoothGAM_RF
apr13-claude-effort=high,46d91db,RidgeRF60_v1,Ridge + 0.39x RF residual (60 trees depth-4),224.22307692307692,7.43,0.7907,,1.0,0.7647058823529411,0.6666666666666666,0.0,1.0,0.9,,,,,,,,apr13-claude-effort=high::46d91db::RidgeRF60_v1
apr13-claude-effort=high,274d622,RidgeRFResid_best,"Ridge + 0.39x RF residual: Pareto-optimal (rank 7.38, interp 79.07%)",224.8,7.38,0.7907,,1.0,0.7647058823529411,0.6666666666666666,0.0,1.0,0.9,,,,,,,,apr13-claude-effort=high::274d622::RidgeRFResid_best
apr13-claude-effort=high,be05844,OLSdispRF_v1,RidgeCV model with OLS display header + 0.39x RF residual,224.8,7.38,0.6977,,1.0,0.5882352941176471,0.8333333333333334,0.0,1.0,0.7,,,,,,,,apr13-claude-effort=high::be05844::OLSdispRF_v1
apr13-claude-effort=high,03a3fb5,RidgeRFExamples_v1,Ridge + 0.39x RF with example prediction in display,224.8,7.38,0.7209,,1.0,0.5882352941176471,0.6666666666666666,0.5,1.0,0.8,,,,,,,,apr13-claude-effort=high::03a3fb5::RidgeRFExamples_v1
apr13-claude-effort=high,4c45641,RidgeRFResid_v8,"Ridge display + scaled RF correction (0.39x weight, 50 trees depth-4)",224.8,7.38,0.7907,0.6497,1.0,0.7647058823529411,0.6666666666666666,0.0,1.0,0.9,0.6538461538461539,0.6153846153846154,0.7307692307692307,0.5,0.6538461538461539,0.7407407407407407,,apr13-claude-effort=high::4c45641::RidgeRFResid_v8
apr17-claude-4.7-effort=xhigh,0dd2873,PolynomialPlusStumps,"Polynomial basis (x, x^2, x^3) + LassoCV select + 3% prune + 8 greedy stumps on residuals.",225.44615384615383,9.0,0.4884,0.586,0.6666666666666666,0.29411764705882354,0.8333333333333334,0.0,0.5,0.6,0.5384615384615384,0.5769230769230769,0.6153846153846154,0.4230769230769231,0.46153846153846156,0.8888888888888888,result_libs/apr17-claude-4.7-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_0dd2873_PolynomialPlusStumps.py,apr17-claude-4.7-effort=xhigh::0dd2873::PolynomialPlusStumps
apr13-claude-effort=high,0dd64ee,RidgeMultiRF_v1,Ridge + 0.39x Multi-RF (3 seeds averaged) residual correction,225.6,7.4,0.7442,,1.0,0.7058823529411765,0.6666666666666666,0.0,1.0,0.8,,,,,,,,apr13-claude-effort=high::0dd64ee::RidgeMultiRF_v1
apr19-claude-4.7-effort=medium-rerun2,3b011d5,SparseAdditiveHinges_v1,"Additive model: per-feature linear + ReLU hinges at 5 quantile knots, LassoCV sparsity, hard-cap 20 active terms",226.36923076923077,19.92,0.3488,0.3121,0.8333333333333334,0.17647058823529413,0.3333333333333333,0.5,0.5,0.3,0.07692307692307693,0.2692307692307692,0.2692307692307692,0.23076923076923078,0.3076923076923077,0.7037037037037037,result_libs/apr19-claude-4.7-effort=medium-rerun2/interpretable_regressors_lib/failure/interpretable_regressor_3b011d5_SparseAdditiveHinges_v1.py,apr19-claude-4.7-effort=medium-rerun2::3b011d5::SparseAdditiveHinges_v1
apr13-claude-effort=high,55d88f3,RidgeRFResid_v9,"Ridge display + scaled RF correction (0.39x weight, 100 trees depth-4)",226.6769230769231,7.43,0.7907,,1.0,0.7647058823529411,0.6666666666666666,0.0,1.0,0.9,,,,,,,,apr13-claude-effort=high::55d88f3::RidgeRFResid_v9
apr13-claude-effort=high,e294e0b,AdaptRidgeRF_v2,"Ridge display + adaptive RF correction (OOB-tuned, capped at 0.39x, 50 trees depth-4)",226.93846153846152,7.63,0.7442,,1.0,0.7058823529411765,0.6666666666666666,0.0,1.0,0.8,,,,,,,,apr13-claude-effort=high::e294e0b::AdaptRidgeRF_v2
apr13-claude-effort=high,dd943cc,RidgeRF40_v1,Ridge + 0.39x RF residual (40 trees depth-4),227.13076923076923,7.4,0.7674,,1.0,0.7058823529411765,0.6666666666666666,0.0,1.0,0.9,,,,,,,,apr13-claude-effort=high::dd943cc::RidgeRF40_v1
apr19-claude-4.7-effort=medium-rerun2,8d440bc,HingePerFeatureOLS_v2,"Top-12 features (LassoCV) each with linear + at most one hinge knot, fit by joint OLS",227.86153846153846,19.97,0.4651,0.5032,0.8333333333333334,0.35294117647058826,0.3333333333333333,0.5,1.0,0.4,0.4230769230769231,0.38461538461538464,0.5769230769230769,0.3076923076923077,0.5769230769230769,0.7407407407407407,result_libs/apr19-claude-4.7-effort=medium-rerun2/interpretable_regressors_lib/failure/interpretable_regressor_8d440bc_HingePerFeatureOLS_v2.py,apr19-claude-4.7-effort=medium-rerun2::8d440bc::HingePerFeatureOLS_v2
apr19-codex-5.3-effort=xhigh,954b258,QuantileResidualBoostAtlasApr18bc,"Primary GradientBoosting expert with residual HistGradientBoosting adapter and custom quantile-binned residual correction, blended with a sparse ridge student and exposed through a probe-answer simulation atlas.",227.94615384615383,22.75,0.9767,0.6433,1.0,1.0,1.0,0.5,1.0,1.0,0.8076923076923077,0.38461538461538464,0.5769230769230769,0.6923076923076923,0.6538461538461539,0.7407407407407407,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_954b258_quantileresidualboostatlasapr18bc.py,apr19-codex-5.3-effort=xhigh::954b258::QuantileResidualBoostAtlasApr18bc
apr17-claude-4.7-effort=xhigh,50f2642,PiecewiseGAM_Ridge,Piecewise GAM fit with RidgeCV + 5% effect prune. Ridge keeps more features at small coefs.,230.52307692307693,11.02,0.5581,0.4904,0.8333333333333334,0.35294117647058826,0.8333333333333334,0.0,1.0,0.6,0.46153846153846156,0.46153846153846156,0.5384615384615384,0.2692307692307692,0.38461538461538464,0.8148148148148148,result_libs/apr17-claude-4.7-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_50f2642_PiecewiseGAM_Ridge.py,apr17-claude-4.7-effort=xhigh::50f2642::PiecewiseGAM_Ridge
apr13-claude-effort=high,a2cb228,RFERidgeRF_v1,Recursive Feature Elimination Ridge + 0.39x RF residual,230.8,7.6,0.6047,,0.8333333333333334,0.5294117647058824,0.6666666666666666,0.0,1.0,0.6,,,,,,,,apr13-claude-effort=high::a2cb228::RFERidgeRF_v1
apr17-codex-5.3-effort=high,fa3d8f2,AdaptiveStackedTeacherAuditAtlas_v1,Dual-path regressor with regime-adaptive stacked teacher blend (HGB/RF/ExtraTrees/GBM/Ridge with optional TabPFN) plus compact single-row audit atlas and exact prompt-answer map,231.06153846153848,21.62,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,result_libs/apr17-codex-5.3-effort=high/interpretable_regressors_lib/failure/interpretable_regressor_fa3d8f2_adaptive_stacked_teacher_audit_atlas_v1.py,apr17-codex-5.3-effort=high::fa3d8f2::AdaptiveStackedTeacherAuditAtlas_v1
apr13-claude-effort=high,8b8136c,RidgeRFResid_v7,"Ridge display + scaled RF correction (0.375x weight, 50 trees depth-4)",231.76923076923077,7.4,0.7907,0.6561,1.0,0.7647058823529411,0.6666666666666666,0.0,1.0,0.9,0.6538461538461539,0.6153846153846154,0.7307692307692307,0.5384615384615384,0.6538461538461539,0.7407407407407407,result_libs/apr13-claude-effort=high/interpretable_regressors_lib/success/interpretable_regressor_8b8136c_RidgeRFResid_v7.py,apr13-claude-effort=high::8b8136c::RidgeRFResid_v7
apr13-claude-effort=high,a9fbfa9,RidgeRFSmooth_v1,"Ridge + 0.39x RF residual (50 trees depth-4, min_leaf=5)",231.9,7.52,0.7674,,1.0,0.7647058823529411,0.6666666666666666,0.0,1.0,0.8,,,,,,,,apr13-claude-effort=high::a9fbfa9::RidgeRFSmooth_v1
apr19-codex-5.3-effort=xhigh,416580e,HybridInteractStumpAtlasApr18k,"Ridge linear backbone with screened pairwise interactions plus greedy residual stump atlas, paired with a compact probe-answer simulation card.",232.26153846153846,10.35,1.0,0.6242,1.0,1.0,1.0,1.0,1.0,1.0,0.6538461538461539,0.5384615384615384,0.5769230769230769,0.5769230769230769,0.5,0.8888888888888888,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/success/interpretable_regressor_416580e_hybridinteractionstumpatlasapr18k.py,apr19-codex-5.3-effort=xhigh::416580e::HybridInteractStumpAtlasApr18k
apr13-claude-effort=high,5625aed,RidgeRFBlend_v1,Ridge display + 61/39 Ridge/RF direct blend (50 trees depth-4),233.03076923076924,7.42,0.6977,,1.0,0.6470588235294118,0.6666666666666666,0.0,1.0,0.7,,,,,,,,apr13-claude-effort=high::5625aed::RidgeRFBlend_v1
apr13-claude-effort=high,6255b8e,RidgeRFAdaptSize_v1,"Ridge + RF with dataset-size-adaptive weight (0.39x for n>=100, 0.2x for n<100)",233.7846153846154,7.52,0.7907,,1.0,0.7647058823529411,0.6666666666666666,0.0,1.0,0.9,,,,,,,,apr13-claude-effort=high::6255b8e::RidgeRFAdaptSize_v1
apr20-claude-4.7-effort=medium-rerun4,255f4e3,HybridGAM_v18,HybridGAM: RF 200/d10 residual shrunk by 0.2 (very GAM-dominant with big hidden RF),234.94615384615383,37.31,0.7907,0.6433,1.0,0.6470588235294118,0.8333333333333334,0.5,1.0,0.9,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.4230769230769231,0.6923076923076923,0.7407407407407407,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/success/interpretable_regressor_255f4e3_HybridGAM_v18.py,apr20-claude-4.7-effort=medium-rerun4::255f4e3::HybridGAM_v18
apr19-codex-5.3-effort=xhigh,8d9a3ab,ValidatedProjectionBoostApr18u,"Adaptive ridge backbone plus sparse random projections, then validation-gated stochastic line-search tree boosting with ridge recalibration of tree weights.",235.53846153846155,14.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_8d9a3ab_validatedprojectionboostapr18u.py,apr19-codex-5.3-effort=xhigh::8d9a3ab::ValidatedProjectionBoostApr18u
apr13-claude-effort=high,6379621,RidgeSVRSmooth_v1,"Ridge + 0.39x smooth SVR (C=0.5, eps=0.2) residual",235.6,7.29,0.7442,,1.0,0.7647058823529411,0.6666666666666666,0.0,1.0,0.7,,,,,,,,apr13-claude-effort=high::6379621::RidgeSVRSmooth_v1
apr19-claude-4.7-effort=medium-rerun3,cfc4e4d,QuartileGAM_v1,"Piecewise-linear GAM: {x, (x-q25)_+, (x-q50)_+, (x-q75)_+} per feature, Lasso-select 12, OLS refit",235.6769230769231,20.32,0.4651,0.5669,0.6666666666666666,0.29411764705882354,0.8333333333333334,0.5,1.0,0.3,0.6923076923076923,0.4230769230769231,0.6153846153846154,0.5,0.4230769230769231,0.7407407407407407,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_cfc4e4d_QuartileGAM_v1.py,apr19-claude-4.7-effort=medium-rerun3::cfc4e4d::QuartileGAM_v1
apr13-claude-effort=high,47a6aa8,StdRidgeRF_v3,Standardized Ridge (original space) + 0.3x RF residual,236.73846153846154,7.48,0.7674,,1.0,0.7058823529411765,0.8333333333333334,0.0,1.0,0.8,,,,,,,,apr13-claude-effort=high::47a6aa8::StdRidgeRF_v3
apr19-claude-4.7-effort=medium-rerun2,6934e96,BoostedHinges_v1,"Greedy boosted hinges (10 rounds) + linear trunk, jointly refit OLS; per-feature piecewise-linear formula",237.0076923076923,20.37,0.2791,0.4331,0.6666666666666666,0.17647058823529413,0.5,0.0,0.5,0.1,0.38461538461538464,0.38461538461538464,0.5,0.23076923076923078,0.3076923076923077,0.7777777777777778,,apr19-claude-4.7-effort=medium-rerun2::6934e96::BoostedHinges_v1
apr13-claude-effort=high,43f8c58,RidgeRFResid_v3,"Ridge display + scaled RF correction (0.3x weight, 100 trees depth-5)",237.01538461538462,7.54,0.7674,,1.0,0.7647058823529411,0.6666666666666666,0.0,1.0,0.8,,,,,,,,apr13-claude-effort=high::43f8c58::RidgeRFResid_v3
apr17-claude-4.7-effort=xhigh,4a7dbd2,AdaptivePiecewiseGAM,"PiecewiseLinearGAM with adaptive 0/1/2 knots per feature (CV-chosen, prefer simpler if within 2%). Per-feature piecewise display.",237.3153846153846,8.72,0.5814,0.6051,1.0,0.47058823529411764,0.6666666666666666,0.0,1.0,0.5,0.6153846153846154,0.5769230769230769,0.6153846153846154,0.46153846153846156,0.6153846153846154,0.7407407407407407,result_libs/apr17-claude-4.7-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_4a7dbd2_AdaptivePiecewiseGAM.py,apr17-claude-4.7-effort=xhigh::4a7dbd2::AdaptivePiecewiseGAM
apr13-claude-effort=high,d578dc2,RidgeRF80pct_v1,"Ridge + 0.39x RF (max_features=0.8, 50 trees depth-4)",237.9,7.49,0.7674,,1.0,0.7058823529411765,0.6666666666666666,0.0,1.0,0.9,,,,,,,,apr13-claude-effort=high::d578dc2::RidgeRF80pct_v1
apr12-codex-5.3-effort=default,baseline,PyGAM,generalized additive model with 10 splines per feature and default settings,238.2923076923077,6.89,0.4186,0.4777,1.0,0.23529411764705882,0.6666666666666666,0.0,1.0,0.2,0.5384615384615384,0.38461538461538464,0.4230769230769231,0.19230769230769232,0.5769230769230769,0.7407407407407407,,baseline::PyGAM
apr19-codex-5.3-effort=xhigh,5147199,CalibratedDualBoostAtlasApr18au,Custom tri-expert blend (HistGradientBoosting + GradientBoosting + ridge) with nonnegative prior-regularized calibration and an explicit probe-answer atlas.,238.90769230769232,22.91,0.9535,0.7261,1.0,1.0,1.0,0.5,0.5,1.0,0.9230769230769231,0.5769230769230769,0.6538461538461539,0.7307692307692307,0.6923076923076923,0.7777777777777778,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_5147199_calibrateddualboostatlasapr18au.py,apr19-codex-5.3-effort=xhigh::5147199::CalibratedDualBoostAtlasApr18au
apr13-claude-effort=high,cc1182b,RidgeRFResid_v5,"Ridge display + scaled RF correction (0.35x weight, 50 trees depth-4)",239.16153846153847,7.51,0.7907,0.6369,1.0,0.7647058823529411,0.6666666666666666,0.0,1.0,0.9,0.6538461538461539,0.6153846153846154,0.7307692307692307,0.4230769230769231,0.6538461538461539,0.7407407407407407,result_libs/apr13-claude-effort=high/interpretable_regressors_lib/success/interpretable_regressor_cc1182b_RidgeRFResid_v5.py,apr13-claude-effort=high::cc1182b::RidgeRFResid_v5
apr19-codex-5.3-effort=xhigh,e59b09c,ValidationTournamentBoostAtlasApr18bd,"Holdout-tournament boosted stacker: ridge student + GBM core with optional HistGB/quantile residual adapters, using convex blending only when validation RMSE beats the best single expert.",239.73846153846154,25.46,0.9767,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_e59b09c_validation_tournament_boost_atlas_apr18bd.py,apr19-codex-5.3-effort=xhigh::e59b09c::ValidationTournamentBoostAtlasApr18bd
apr9-claude-effort=medium-main-result,511f74c,GBMLinear_v1,Ridge backbone + 5 boosted depth-2 trees on residuals (lr=0.3),241.30769230769232,11.83,0.3953,0.5541,0.5,0.17647058823529413,0.5,0.0,0.5,0.7,0.5,0.5769230769230769,0.5384615384615384,0.46153846153846156,0.46153846153846156,0.7777777777777778,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_511f74c_gbm_linear_v1.py,apr9-claude-effort=medium-main-result::511f74c::GBMLinear_v1
apr13-claude-effort=high,85990e4,RidgeETResid_v1,Ridge display + 0.39x ExtraTrees residual correction (50 trees depth-4),241.43076923076924,7.54,0.7674,,1.0,0.7058823529411765,0.6666666666666666,0.0,1.0,0.9,,,,,,,,apr13-claude-effort=high::85990e4::RidgeETResid_v1
apr14-claude-effort=medium_gpt_5.4-evaluator,493a51e,WeightedMegaTeacher,MegaTeacher with error-weighted teacher blend — stronger models get more weight in distillation,241.6769230769231,6.71,0.7209,0.0,1.0,0.5882352941176471,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,result_libs/apr14-claude-effort=medium_gpt_5.4-evaluator/interpretable_regressors_lib/failure/interpretable_regressor_493a51e_WeightedMegaTeacher.py,apr14-claude-effort=medium_gpt_5.4-evaluator::493a51e::WeightedMegaTeacher
apr9-claude-effort=medium-main-result,74f2950,BinnedRidge_v1,Ridge on original features + quantile-based bin indicators (4 bins per feature),244.06923076923076,10.72,0.3953,0.5096,0.8333333333333334,0.35294117647058826,0.3333333333333333,0.5,0.5,0.2,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.19230769230769232,0.46153846153846156,0.7777777777777778,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_74f2950_binned_ridge.py,apr9-claude-effort=medium-main-result::74f2950::BinnedRidge_v1
apr13-claude-effort=high,69c9130,RidgeSVRResid_v2,Ridge display + 0.25x SVR RBF residual correction,244.2846153846154,7.42,0.7674,,1.0,0.7647058823529411,0.6666666666666666,0.0,1.0,0.8,,,,,,,,apr13-claude-effort=high::69c9130::RidgeSVRResid_v2
apr13-claude-effort=high,2cedf60,RidgeFIGSResid_v1,Ridge + 0.39x FIGS residual correction (max_rules=10),244.54615384615386,7.63,0.7442,,1.0,0.7647058823529411,0.6666666666666666,0.0,1.0,0.7,,,,,,,,apr13-claude-effort=high::2cedf60::RidgeFIGSResid_v1
apr9-claude-effort=medium-main-result,54dbcb8,HingeLinear_v1,"Ridge on original features + max(0, x-t) hinge terms at quantile thresholds",246.6076923076923,9.95,0.4186,0.5159,0.6666666666666666,0.29411764705882354,0.8333333333333334,0.0,0.5,0.3,0.6153846153846154,0.4230769230769231,0.5384615384615384,0.34615384615384615,0.38461538461538464,0.7777777777777778,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_54dbcb8_hinge_linear_v1.py,apr9-claude-effort=medium-main-result::54dbcb8::HingeLinear_v1
apr13-claude-effort=high,840ddfa,InteractRidgeRF_v1,Ridge with auto-detected interactions + 0.35x RF residual correction,246.7153846153846,7.43,0.6744,,1.0,0.7647058823529411,0.8333333333333334,0.0,1.0,0.3,,,,,,,,apr13-claude-effort=high::840ddfa::InteractRidgeRF_v1
apr13-claude-effort=high,aaefcc8,RidgeGBMResid_max,"Ridge display + full GBM residual correction (200 trees depth-3, lr=0.1)",246.73846153846154,7.48,0.5581,,1.0,0.5882352941176471,0.5,0.0,1.0,0.3,,,,,,,,apr13-claude-effort=high::aaefcc8::RidgeGBMResid_max
apr19-codex-5.3-effort=xhigh,7847bd4,BootstrapSparseTrigAtlasApr18v,Global sparse hinge/quadratic/interaction/sinusoid atlas with bootstrap sparse experts and ridge-stacked residual blending.,247.03076923076924,15.12,0.9767,0.6624,1.0,1.0,1.0,0.5,1.0,1.0,0.8461538461538461,0.5,0.5769230769230769,0.6153846153846154,0.5,0.9259259259259259,result_libs/apr19-codex-5.3-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_7847bd4_bootstrapsparsetrigatlasapr18v.py,apr19-codex-5.3-effort=xhigh::7847bd4::BootstrapSparseTrigAtlasApr18v
apr9-claude-effort=medium-main-result,cf304c2,SplineGAM_v1,"Piecewise-linear GAM: Ridge on linear spline basis (3 knots), adaptive display",247.05384615384617,8.42,0.4419,0.6561,1.0,0.29411764705882354,0.6666666666666666,0.0,1.0,0.2,0.7692307692307693,0.5769230769230769,0.7307692307692307,0.46153846153846156,0.5769230769230769,0.8148148148148148,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_cf304c2_spline_gam.py,apr9-claude-effort=medium-main-result::cf304c2::SplineGAM_v1
apr12-codex-5.3-effort=default,f1cfcfc,SparseAdaptiveHingeV1,Forward-selected compact additive regressor using sparse linear and hinge basis terms with an explicit arithmetic equation,247.80769230769232,9.74,0.4884,0.5924,0.8333333333333334,0.4117647058823529,0.8333333333333334,0.0,1.0,0.2,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.3076923076923077,0.5,1.0,result_libs/apr12-codex-5.3-effort=default/interpretable_regressors_lib/failure/interpretable_regressor_f1cfcfc_sparseadaptivehingev1.py,apr12-codex-5.3-effort=default::f1cfcfc::SparseAdaptiveHingeV1
apr9-claude-effort=medium-main-result,c818374,DistilledGAM_v1,"Stump-discovered thresholds → hinge features → RidgeCV, shown as effective linear coefficients",248.23076923076923,7.6,0.6744,0.6752,1.0,0.47058823529411764,0.8333333333333334,0.0,1.0,0.8,0.7692307692307693,0.5769230769230769,0.7307692307692307,0.5,0.5769230769230769,0.8888888888888888,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/success/interpretable_regressor_c818374_distilled_gam_v1.py,apr9-claude-effort=medium-main-result::c818374::DistilledGAM_v1
apr17-claude-4.7-effort=xhigh,3935c2d,HingeBudgetLinear,"Sparse linear + at most 4 hinge terms (decile knot candidates, top-K by LassoCV effect), OLS debias. Budgeted complexity for interp.",248.3923076923077,10.91,0.5581,0.6369,1.0,0.4117647058823529,1.0,0.5,1.0,0.2,0.7692307692307693,0.5769230769230769,0.5769230769230769,0.4230769230769231,0.5384615384615384,0.9259259259259259,result_libs/apr17-claude-4.7-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_3935c2d_HingeBudgetLinear.py,apr17-claude-4.7-effort=xhigh::3935c2d::HingeBudgetLinear
apr17-claude-4.7-effort=xhigh,dedc457,RichLinearPlusStumps,"Linear base with per-feature transform (x, sqrt|x|, log|x|+1) + 12 stumps. Auto-select best transform per feature.",248.45384615384614,8.89,0.5581,0.535,0.8333333333333334,0.47058823529411764,0.8333333333333334,0.0,0.5,0.5,0.5769230769230769,0.5,0.6923076923076923,0.19230769230769232,0.5,0.7407407407407407,result_libs/apr17-claude-4.7-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_dedc457_RichLinearPlusStumps.py,apr17-claude-4.7-effort=xhigh::dedc457::RichLinearPlusStumps
apr9-claude-effort=medium-main-result,a4aedea,SmartAdditive_v4,"SmartAdditive with 400 rounds, lr=0.08, R2=0.85 for more boosting",248.7,8.57,0.5581,0.6688,0.8333333333333334,0.4117647058823529,1.0,0.5,0.5,0.4,0.5769230769230769,0.5769230769230769,0.7307692307692307,0.5384615384615384,0.5769230769230769,1.0,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_a4aedea_smart_additive_v4.py,apr9-claude-effort=medium-main-result::a4aedea::SmartAdditive_v4
apr20-claude-4.7-effort=medium-rerun4,447a477,HybridGAM_v26,HybridGAM: RF 250/d10 shrunk by 0.15 (between v18 and v19),249.46153846153845,39.55,0.8372,0.6943,1.0,0.6470588235294118,0.8333333333333334,1.0,1.0,1.0,0.6923076923076923,0.6153846153846154,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.7777777777777778,result_libs/apr20-claude-4.7-effort=medium-rerun4/interpretable_regressors_lib/success/interpretable_regressor_447a477_HybridGAM_v26.py,apr20-claude-4.7-effort=medium-rerun4::447a477::HybridGAM_v26
apr13-claude-effort=high,b84d0e5,RidgeRFResid_v2,"Ridge display + scaled RF correction (0.3x weight, 50 trees depth-4)",250.1,7.68,0.7907,0.6561,1.0,0.7647058823529411,0.6666666666666666,0.0,1.0,0.9,0.6538461538461539,0.6153846153846154,0.7307692307692307,0.5,0.6538461538461539,0.7777777777777778,result_libs/apr13-claude-effort=high/interpretable_regressors_lib/success/interpretable_regressor_b84d0e5_RidgeRFResid_v2.py,apr13-claude-effort=high::b84d0e5::RidgeRFResid_v2
apr19-claude-4.7-effort=medium-rerun3,0faf038,SquaredOLS_v1,"Per-feature {x, x^2} basis, Lasso-select 12, OLS refit; quadratic GAM",250.3,21.23,0.5581,0.5732,0.6666666666666666,0.35294117647058826,0.6666666666666666,0.0,1.0,0.8,0.6153846153846154,0.4230769230769231,0.5769230769230769,0.46153846153846156,0.5384615384615384,0.8148148148148148,result_libs/apr19-claude-4.7-effort=medium-rerun3/interpretable_regressors_lib/failure/interpretable_regressor_0faf038_SquaredOLS_v1.py,apr19-claude-4.7-effort=medium-rerun3::0faf038::SquaredOLS_v1
apr9-claude-effort=medium-main-result,d7ce9df,SmartAddGAM_500r,"SmartAdditiveGAM R2=0.90, 500 rounds, lr=0.05 (more fine-grained boosting)",250.90769230769232,9.55,0.6512,0.6178,1.0,0.5882352941176471,0.8333333333333334,0.0,1.0,0.5,0.6538461538461539,0.5769230769230769,0.6153846153846154,0.46153846153846156,0.46153846153846156,0.9259259259259259,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_d7ce9df_500r.py,apr9-claude-effort=medium-main-result::d7ce9df::SmartAddGAM_500r
apr9-claude-effort=medium-main-result,c923afb,InteractionRidge_v1,"Ridge with auto-selected interactions + squared terms, full consistent equation display",251.6,11.26,0.4186,0.5414,0.8333333333333334,0.23529411764705882,0.5,0.0,0.5,0.5,0.5,0.5769230769230769,0.5769230769230769,0.23076923076923078,0.46153846153846156,0.8888888888888888,result_libs/apr9-claude-effort=medium-main-result/interpretable_regressors_lib/failure/interpretable_regressor_c923afb_interaction_ridge_v1.py,apr9-claude-effort=medium-main-result::c923afb::InteractionRidge_v1
apr17-claude-4.7-effort=xhigh,eca48c9,RidgeQuadratic,"RidgeCV on [x_i, x_i^2] standardized. Quadratic features capture curvature; display is OLS-style clean equation.",252.0,14.51,0.5349,0.6433,0.8333333333333334,0.23529411764705882,0.6666666666666666,0.0,1.0,0.8,0.8461538461538461,0.6153846153846154,0.5769230769230769,0.34615384615384615,0.5769230769230769,0.8888888888888888,result_libs/apr17-claude-4.7-effort=xhigh/interpretable_regressors_lib/failure/interpretable_regressor_eca48c9_RidgeQuadratic.py,apr17-claude-4.7-effort=xhigh::eca48c9::RidgeQuadratic
apr13-claude-effort=high,21d0e2a,RidgeRFResid_v4,"Ridge display + scaled RF correction (0.3x weight, 80 trees depth-4)",253.15384615384616,7.75,0.7907,,1.0,0.7647058823529411,0.6666666666666666,0.0,1.0,0.9,,,,,,,,apr13-claude-effort=high::21d0e2a::RidgeRFResid_v4
